case_idx,case_id,molecule_id,conformer_id,heavy_atom_count,status,evaluator_decision,evaluator_relation,evaluator_reason,reason_family,exact_smiles,stereo_equivalent,diagnostic_error,charge_consistent,radical_consistent,runtime_ms,error,reference_smiles,predicted_smiles,xyz,source_conformer_count,relativeenergy_kcal_mol
48800,geom-drugs-55554b76d532cf1d-c49,55554b76d532cf1d,49,38,ok,inconclusive,none,Inconclusive: bounded resonance search reached its configured limit.,sulfoxide_neutral_vs_charge_separated,False,False,,True,True,233.03950599802192,,CC1CCCN(CCCNC(=O)c2ccc3c(c2)N(Cc2ccc(F)cc2)C(=O)c2ccccc2S3=O)C1,C[C@H]1CCCN(CCCNC(=O)c2ccc3c(c2)N(Cc2ccc(F)cc2)C(=O)c2ccccc2[S@@+]3[O-])C1,"70
GEOM DRUGS CC1CCCN(CCCNC(=O)c2ccc3c(c2)N(Cc2ccc(F)cc2)C(=O)c2ccccc2S3=O)C1 conformer 49
C -2.8686295682 -2.1520833342 1.4396593367
H -2.0209819736 -2.7820040713 1.1827066524
H -2.6392531267 -1.6266604781 2.3639357495
C -3.1512533690 -1.1617456064 0.3158800375
C -3.4266211016 -1.8736116947 -1.0068966145
C -3.7780968534 -0.8434723031 -2.0747189578
C -4.9434307091 0.0283493525 -1.6136804240
N -4.5994792931 0.7031577064 -0.3722295592
C -4.3472211383 -0.2777179936 0.6719849752
H -4.1340253598 0.2473856221 1.6044539345
H -5.2361463116 -0.9131561550 0.8358035413
C -5.5913100048 1.6977179005 0.0253071458
C -5.0404512807 2.7309088954 1.0142372211
C -3.9093216849 3.5707172394 0.4146198313
N -2.8161426594 2.7349292895 -0.0211216762
C -1.6236123510 2.7017368461 0.6058527000
O -1.2795513754 3.4673039065 1.4871217043
C -0.7167346907 1.6275285211 0.0817641747
C 0.1306927076 0.9882423244 0.9764303203
C 0.9936844153 -0.0121695078 0.5448691740
C 0.9886720645 -0.3471662367 -0.8038641897
C 0.1599943891 0.2910505764 -1.7040159809
C -0.6944026294 1.2856658644 -1.2677856367
H -1.3181756722 1.8145405248 -1.9717881795
H 0.2172266369 0.0000971221 -2.7426872895
S 2.1369454353 -1.6242551173 -1.3955160936
O 1.8433427809 -1.8073583588 -2.8142958217
C 1.1357062845 -2.8479653881 -0.4969026901
C 0.3725252612 -3.7593422951 -1.1980514554
C -0.3558517952 -4.7131015509 -0.5078462643
C -0.2941073586 -4.7568266144 0.8767240030
C 0.4805431986 -3.8441999639 1.5732404483
C 1.1909513278 -2.8624271376 0.8903694233
C 2.0719721276 -1.9361282097 1.6589207190
O 2.8709393206 -2.3587979576 2.4723444295
N 1.9105189452 -0.6006486539 1.4383311197
C 2.7763546962 0.3386682369 2.1500550027
C 3.4080744894 1.2621939482 1.1448954619
C 4.3288644817 0.7501846045 0.2369395470
C 4.8670139248 1.5518197596 -0.7513988024
C 4.4688349055 2.8751681932 -0.8194204572
C 3.5551885623 3.4104596545 0.0691169487
C 3.0229522941 2.5928342928 1.0500852814
H 2.2994274443 2.9989406469 1.7404929239
H 3.2644644769 4.4452586967 -0.0153242296
F 4.9860243671 3.6650273324 -1.7828548703
H 5.5809286630 1.1674816070 -1.4620679388
H 4.6251847918 -0.2861022941 0.3068043082
H 2.2031239129 0.9006229643 2.8919129461
H 3.5249113459 -0.2680117718 2.6667832887
H 0.5428423091 -3.8804691064 2.6500992656
H -0.8480359209 -5.5093319228 1.4172973671
H -0.9586711153 -5.4273825190 -1.0478658115
H 0.3703092712 -3.7070835291 -2.2768273069
H 0.0992451102 1.2824273185 2.0139116149
H -3.1371910152 1.9033920119 -0.5181196379
H -3.5197626354 4.2739796696 1.1547424614
H -4.2847492908 4.1337827930 -0.4472444467
H -5.8562657023 3.3945761005 1.3043792913
H -4.6774679543 2.2380387529 1.9164900996
H -5.9115792794 2.2245900788 -0.8781297594
H -6.4817223124 1.2159128180 0.4640551032
H -5.1578786628 0.7860292441 -2.3725001465
H -5.8452621108 -0.5972480746 -1.4923353784
H -2.9087798518 -0.2105663912 -2.2614261848
H -4.0471145264 -1.3390495896 -3.0086120223
H -2.5497488323 -2.4486660968 -1.3103904817
H -4.2594801832 -2.5693575511 -0.8780497398
H -2.2755404695 -0.5174462514 0.1861968475
H -3.7325059381 -2.7908275866 1.6126065344
",102,0.0
48911,geom-drugs-b1bf931bf6cf4521-c0,b1bf931bf6cf4521,0,20,ok,not_equivalent,none,Not equivalent: non-metal connectivity differs.,Not equivalent: non-metal connectivity differs.,False,False,,True,True,14.844867000647355,,O=Nc1c(-c2ccccc2)[nH]n(-c2ccccc2)c1=O,O=c1c2c([nH]n1-c1ccccc1)=C1C=CC=C[C@H]1ON=2,"31
GEOM DRUGS O=Nc1c(-c2ccccc2)[nH]n(-c2ccccc2)c1=O conformer 0
O -2.8807598868 -1.7246604594 0.0151276976
N -1.6053563248 -2.1048709030 -0.0675569586
C -0.6826924526 -1.2500031434 0.1683718457
C -0.9032781191 0.1806535050 0.2312256586
N 0.3230266724 0.8095083843 0.1576234198
N 1.3071501949 -0.1884642228 0.0021976653
C 2.6549113163 0.1876197833 -0.0133817003
C 3.0258593991 1.4518040767 0.4407884928
C 4.3539200025 1.8345036341 0.4037080909
C 5.3196217054 0.9683606121 -0.0790191172
C 4.9492257750 -0.2910324578 -0.5214775784
C 3.6253173392 -0.6864284018 -0.4976565273
H 3.3396981579 -1.6677120993 -0.8364853426
H 5.6970524037 -0.9739562964 -0.8949857992
H 6.3550828852 1.2715464986 -0.1054349642
H 4.6329886851 2.8149656944 0.7599971585
H 2.2836907411 2.1240699208 0.8438631354
C 0.7791844231 -1.4626527517 0.0458910682
O 1.4062273816 -2.4939184289 0.0177189107
H 0.4389340879 1.6028282586 -0.4643514548
C -2.1804715375 0.6465202859 0.1898427603
C -3.2156685239 -0.4065565962 0.5362625920
C -4.5739197265 -0.0763439609 0.0049389461
C -4.8825607693 1.1548307950 -0.4147041242
C -3.9112824042 2.2136059314 -0.4235765169
C -2.6108270093 1.9559108982 -0.1564101160
H -1.8597329025 2.7267980821 -0.2494550042
H -4.2293463789 3.2042308817 -0.7082992643
H -5.8770011258 1.3765878890 -0.7714194091
H -5.2805595693 -0.8898560076 -0.0021202682
H -3.2618073608 -0.5188491313 1.6403688629
",2,0.0
48989,geom-drugs-7178db2e183bb70e-c0,7178db2e183bb70e,0,16,ok,not_equivalent,none,Not equivalent: non-metal connectivity differs.,suspected_tautomer_protomer,False,False,,True,True,30.228019000787754,,COCCCN=Cc1c(O)[nH]c(=S)[nH]c1=O,COCCCNC=C1C(=O)NC(=S)NC1=O,"29
GEOM DRUGS COCCCN=Cc1c(O)[nH]c(=S)[nH]c1=O conformer 0
C 3.5889878746 2.4050727091 -0.6221096773
H 3.9366235444 3.0796864956 0.1570825675
O 3.9252929272 1.1055857509 -0.2044383579
C 3.5595736836 0.1101375487 -1.1315996767
C 3.8452355674 -1.2595415762 -0.5202984431
H 4.9167434202 -1.3558824418 -0.3484740961
H 3.5276684200 -2.0340573559 -1.2192800662
C 3.1282563776 -1.4287214497 0.8270618898
N 1.7003304733 -1.3615414886 0.6781813797
C 1.0102039412 -0.2466646735 0.7518502318
C -0.3364730124 -0.1384397821 0.4444680350
C -1.0812881411 -1.2863394651 -0.0162441138
O -0.6140264217 -2.4065189755 -0.1812512092
N -2.4195315053 -1.0596561248 -0.2853400639
C -3.0714653607 0.1298243008 -0.1573797417
S -4.6695611829 0.2742745568 -0.4971510401
N -2.3230647763 1.1844603176 0.2589462153
C -0.9655493347 1.1631624034 0.5716679542
O -0.4063962077 2.1864135985 0.9059398731
H -2.7969007164 2.0764454035 0.3462821083
H -2.9678732628 -1.8512475793 -0.6026107768
H 1.5223748161 0.6476099774 1.0908588262
H 1.1866231608 -2.1711574326 0.3198883894
H 3.3911091319 -2.3936100301 1.2653316498
H 3.4540222406 -0.6251298771 1.4906597895
H 4.1302709787 0.2294138227 -2.0655225447
H 2.4898779351 0.2031448968 -1.3810104832
H 4.0788822438 2.6575458250 -1.5699307264
H 2.5043480430 2.5159045547 -0.7425681104
",41,0.0
49280,geom-drugs-85cb24a70a57d7f6-c0,85cb24a70a57d7f6,0,21,ok,not_equivalent,none,Not equivalent: non-metal connectivity differs.,suspected_tautomer_protomer,False,False,,True,True,50.27933300152654,,CC1(C)CC(=O)C(C=Nc2ccc3cn[nH]c3c2)=C(O)C1,CC1(C)CC(=O)C(=CNc2ccc3cn[nH]c3c2)C(=O)C1,"38
GEOM DRUGS CC1(C)CC(=O)C(C=Nc2ccc3cn[nH]c3c2)=C(O)C1 conformer 0
C -6.1480169595 -0.1996501251 0.0360137414
H -6.3531625011 -0.2257261796 1.1041750913
H -6.6991983589 0.6315221334 -0.3976757921
H -6.5174481835 -1.1222203697 -0.4060753823
C -4.6490908422 -0.0423397487 -0.2286837753
C -4.4033569275 -0.0090853558 -1.7387745382
H -4.9397789740 0.8222056161 -2.1907419740
H -4.7491925950 -0.9317270632 -2.1999246574
H -3.3447001704 0.1084203676 -1.9591322684
C -4.1455981436 1.2495675793 0.4172534993
C -2.6518386561 1.4468955873 0.2922176519
O -2.1652160257 2.5620798982 0.2405767511
C -1.8267014762 0.2386363348 0.2617317123
C -2.3933329491 -1.0936458129 0.2932116096
O -1.6962739694 -2.1073265881 0.2514796767
H -0.0220223703 -1.4958705837 0.1644612581
C -3.8927236307 -1.2115320192 0.4049448250
H -4.1266428972 -1.2614604175 1.4738797109
H -4.1941230641 -2.1643839651 -0.0357201995
C -0.4589102290 0.4258835171 0.1816490149
N 0.4190818035 -0.5642918075 0.1381302757
C 1.8027496756 -0.4986979422 0.0656964869
C 2.4980545303 0.6989680122 0.0270647430
C 3.8839543130 0.6203633432 -0.0446077655
N 4.8394589808 1.5815397558 -0.0960536495
N 6.0715060262 1.0568978486 -0.1584774182
C 5.9435055319 -0.2444420308 -0.1491438303
C 4.5766437302 -0.6166984535 -0.0779218984
C 3.8514896602 -1.8108671895 -0.0379425680
C 2.4855887454 -1.7367822203 0.0327496590
H 1.8947221882 -2.6403186912 0.0652659181
H 4.3582000207 -2.7628570831 -0.0622070457
H 6.8068811445 -0.8772469395 -0.1923250600
H 4.7211636558 2.5810840270 -0.0912943816
H 2.0015674635 1.6551158260 0.0509526060
H -0.1048324526 1.4496082651 0.1567278115
H -4.3738058752 1.2369044825 1.4881656822
H -4.6416201722 2.1236674491 -0.0093185906
",3,0.0
49286,geom-drugs-7df54a7df7fb3409-c222,7df54a7df7fb3409,222,16,ok,not_equivalent,none,Not equivalent: no standardized comparison path matched.,Not equivalent: no standardized comparison path matched.,False,False,,True,True,36.08371799782617,,CCOCC(O)CS(=O)Cc1ccccc1,CCOC[C@H](O)C[S@@+]([O-])Cc1ccccc1,"34
GEOM DRUGS CCOCC(O)CS(=O)Cc1ccccc1 conformer 222
C -3.4893810495 -0.9711212623 -1.5354727929
C -3.8957656598 -0.7298273804 -0.0867688250
O -2.9578752901 0.0187371359 0.6679366391
C -2.8393037602 1.3897896933 0.3456726578
C -1.4095199402 1.7407248796 -0.1216713248
C -0.3855157203 1.1263821276 0.8300898204
H -0.5467041605 1.4633011159 1.8510389577
H 0.6189103398 1.3725617449 0.4898700386
S -0.5565908800 -0.7169874723 0.8453392455
O -0.4564349197 -1.1251941339 -0.5659329811
C 1.1597444799 -1.0485353462 1.5553952186
C 2.2295008800 -0.5386564134 0.6684200646
C 2.9305236498 0.6237748393 0.9788612952
C 3.8825797399 1.1242824423 0.1090996812
C 4.1356706202 0.4782539325 -1.0889429534
C 3.4398923604 -0.6759169302 -1.4080040241
C 2.4962058403 -1.1848113732 -0.5350914901
H 1.9501020705 -2.0803945153 -0.7873336828
H 3.6335521706 -1.1818655178 -2.3422192099
H 4.8741977002 0.8731896370 -1.7707018965
H 4.4238488797 2.0233639245 0.3658608540
H 2.7381908295 1.1305137769 1.9153043110
H 1.1910116601 -2.1330713555 1.6470470075
H 1.1653288097 -0.5917882781 2.5422833648
O -1.1715669699 1.3679737088 -1.4480780117
H -0.9748758998 0.4110768688 -1.4501349438
H -1.3217859604 2.8373765498 -0.0995924338
H -3.5471486701 1.6810672768 -0.4347797047
H -3.0625263905 1.9657818907 1.2540437231
H -4.8754529199 -0.2319390502 -0.0427584192
H -3.9637501998 -1.6818534361 0.4456741528
H -3.4050784196 -0.0333890267 -2.0800889606
H -2.5290248395 -1.4782479324 -1.5667784386
H -4.2374240994 -1.5916806364 -2.0213359580
",317,0.0
49339,geom-drugs-79b8f392b831f09a-c0,79b8f392b831f09a,0,27,ok,inconclusive,none,Inconclusive: bounded resonance search reached its configured limit.,sulfoxide_neutral_vs_charge_separated,False,False,,True,True,206.27867899747798,,Cc1ccc(CS(=O)Cc2ccc(C(=O)NC3CCCC(C)C3C)o2)cc1,Cc1ccc(C[S@+]([O-])Cc2ccc(C(=O)N[C@@H]3CCC[C@H](C)[C@H]3C)o2)cc1,"56
GEOM DRUGS Cc1ccc(CS(=O)Cc2ccc(C(=O)NC3CCCC(C)C3C)o2)cc1 conformer 0
C -0.1980927430 -3.7258779744 -0.3698571097
C 0.9124921375 -2.7485883385 -0.5896138377
C 2.0684718857 -2.8083952645 0.1784810928
C 3.0768630417 -1.8764048462 0.0222511243
C 2.9599683821 -0.8568286884 -0.9136883631
C 1.8133973007 -0.8048474411 -1.6980187269
C 0.8062450656 -1.7368157698 -1.5360657781
H -0.0755588915 -1.6767618479 -2.1571610255
H 1.7131518421 -0.0239053669 -2.4386640774
C 4.0244745986 0.1718055422 -1.0832478791
H 4.7780759855 0.1325670983 -0.2988840312
H 4.5169751533 0.0850700412 -2.0539091182
S 3.2805155217 1.8803356742 -1.1279022518
O 4.3710002946 2.7674847560 -1.5261509969
C 3.1457827006 2.1334748358 0.7333652635
C 2.3279460945 1.0924362815 1.3732071666
C 2.6109296747 0.2062111050 2.3766027070
C 1.4522585316 -0.5776383091 2.5527548267
C 0.5371372775 -0.1223269745 1.6419230811
C -0.8331386161 -0.5876292542 1.3767804972
O -1.3217841693 -1.5317646235 1.9727326157
N -1.4830654646 0.1232791483 0.4310999410
H -0.9912390025 0.8655908439 -0.0414672534
C -2.8593893952 -0.1205399753 0.0588653264
C -2.9284469909 -0.6540390164 -1.3730625753
C -4.3733198602 -0.9162589533 -1.7756720617
C -5.1943743279 0.3587178180 -1.6337216323
C -5.1510018519 0.8892690110 -0.1989005779
C -6.0206141142 2.1408249969 -0.0881177852
H -5.5805855623 2.9621258309 -0.6502112277
H -6.1394808650 2.4510486843 0.9456257564
H -7.0101871844 1.9425578670 -0.4940596862
H -5.5610765513 0.1204792609 0.4654773007
C -3.6977548215 1.1595408837 0.2243998447
C -3.6093017051 1.6537198434 1.6677936289
H -2.5708354519 1.7216213327 1.9839496761
H -4.1195855367 0.9624302910 2.3346743487
H -4.0571167192 2.6374972268 1.7730767678
H -3.2806304051 1.9281110533 -0.4384482710
H -6.2304986534 0.1623588033 -1.9165132117
H -4.8040153933 1.1217160163 -2.3116751662
H -4.7925080442 -1.6935761842 -1.1334851238
H -4.4129833051 -1.2745870751 -2.8062974385
H -2.3464644540 -1.5744910151 -1.4355285791
H -2.4845280285 0.0798300972 -2.0513236292
H -3.2222195458 -0.8863525342 0.7527419976
O 1.0681104355 0.9029770259 0.9270414491
H 1.2990370961 -1.3742144647 3.2500146105
H 3.5294436820 0.1317301536 2.9218050953
H 2.6931238659 3.1222552838 0.8229110989
H 4.1556320802 2.1586678354 1.1353590299
H 3.9651770915 -1.9401820673 0.6345242843
H 2.1749301332 -3.5901620416 0.9158474450
H -0.8168822440 -3.3835359968 0.4609136724
H 0.1932448018 -4.7074161390 -0.1127539359
H -0.8251959639 -3.8148227460 -1.2540748700
",174,0.0
49494,geom-drugs-d739be0be4b1b74d-c95,d739be0be4b1b74d,95,38,ok,not_equivalent,none,Not equivalent: non-metal connectivity differs.,Not equivalent: non-metal connectivity differs.,False,False,,True,True,45.694669999647886,,O=c1c2ccccc2c(C=Nc2cccc(S(=O)(=O)NC3=NCCCCC3)c2)c(O)n1Cc1ccccc1,O=C1C(=CNc2cccc([S+2]([O-])([O-])NC3=NCCCCC3)c2)c2ccccc2C(=O)N1Cc1ccccc1,"66
GEOM DRUGS O=c1c2ccccc2c(C=Nc2cccc(S(=O)(=O)NC3=NCCCCC3)c2)c(O)n1Cc1ccccc1 conformer 95
O -5.2702331226 -1.9309741291 0.5178398696
C -4.1250694125 -1.5516580931 0.3720873892
N -3.7314078882 -0.3069802173 0.8406124656
C -2.4668609347 0.2194129705 0.7399010758
C -1.4394629153 -0.5739219959 0.0741679239
C -0.1736357199 -0.0547612715 -0.0473764156
N 0.1915277603 1.1476598929 0.4170284785
C 1.4521940922 1.7009259202 0.3605292256
C 1.7642993272 2.7716084567 1.2063532885
C 3.0385243878 3.3043466995 1.2289164878
C 4.0383819109 2.7704264994 0.4256943619
C 3.7140643787 1.7368859223 -0.4296278648
C 2.4407571864 1.2158638155 -0.4986116547
H 2.2264688573 0.4368325572 -1.2096422845
S 4.9796775973 0.9768606694 -1.4469242033
O 6.2549775269 1.1788639700 -0.8333556423
O 4.8077254223 1.3475696169 -2.8166598274
N 4.5641892274 -0.6611908227 -1.3924115912
C 4.1693235151 -1.2870337014 -0.2188570659
N 3.0954159013 -1.9595626433 -0.2573145779
C 2.6514858809 -2.7280012738 0.8784227331
C 2.3254029772 -1.8960270142 2.1233479932
C 3.5588635041 -1.4916701614 2.9260696212
C 4.4732296674 -0.5172345032 2.1870433672
H 3.9094952468 0.3791722504 1.9193763209
H 5.2733135783 -0.2116322309 2.8644694873
C 5.1198064883 -1.1146838995 0.9331721318
H 5.9417475029 -0.4815791341 0.6025144731
H 5.5239516761 -2.1021427679 1.1796749083
H 3.2314354801 -1.0232692010 3.8574624908
H 4.1246509884 -2.3886270426 3.1904643707
H 1.6699644557 -2.4909905580 2.7630504088
H 1.7741349661 -1.0026126566 1.8217803252
H 1.7468250304 -3.2491510434 0.5496980228
H 3.4009127750 -3.4855108206 1.1400788875
H 3.9925469708 -0.9055516813 -2.1899390865
H 5.0524824935 3.1321542083 0.4543757015
H 3.2629360549 4.1266730880 1.8902200758
H 0.9959083160 3.1667237232 1.8538713501
H 0.6019175858 -0.6439739725 -0.5143260519
C -1.7752492562 -1.8924971912 -0.4290809202
C -0.8561670017 -2.7383073363 -1.0627815588
C -1.2319686341 -3.9846173667 -1.5172239425
C -2.5371930740 -4.4357361722 -1.3618596955
C -3.4586523728 -3.6211824368 -0.7436760452
C -3.0891958338 -2.3591451233 -0.2768376052
H -4.4828947961 -3.9313689635 -0.6027410720
H -2.8230372976 -5.4118745896 -1.7219333369
H -0.4993751107 -4.6149226985 -1.9995843536
H 0.1676529386 -2.4320395187 -1.2044269134
O -2.2391658839 1.3301289025 1.2276335987
H -0.5672859914 1.6386853058 0.9143986044
C -4.7557702571 0.5187884045 1.4851199088
C -5.4094475638 1.4318747833 0.4811486989
C -6.4537561110 0.9646612065 -0.3071341586
C -7.0389817041 1.7911443662 -1.2497351482
C -6.5848673654 3.0890426115 -1.4141559109
C -5.5406344164 3.5571984880 -0.6350481207
C -4.9537219279 2.7318755113 0.3081347082
H -4.1337190904 3.0917675316 0.9114960423
H -5.1826423836 4.5687030393 -0.7615183803
H -7.0443416011 3.7347359997 -2.1483490204
H -7.8527708631 1.4219762304 -1.8566023030
H -6.8016641327 -0.0495476779 -0.1791278712
H -5.4895825841 -0.1658503482 1.9146134669
H -4.2654300226 1.0972862057 2.2701273756
",151,0.0
49498,geom-drugs-fee37eacc9b3a5e2-c0,fee37eacc9b3a5e2,0,27,ok,inconclusive,none,Inconclusive: bounded resonance search reached its configured limit.,sulfoxide_neutral_vs_charge_separated,False,False,,True,True,206.0025829996448,,Cc1oc(-c2ccc(Cl)cc2)nc1CS(=O)CC(=O)NCCN1CCCC1,Cc1oc(-c2ccc(Cl)cc2)nc1C[S@@+]([O-])CC(=O)NCCN1CCCC1,"51
GEOM DRUGS Cc1oc(-c2ccc(Cl)cc2)nc1CS(=O)CC(=O)NCCN1CCCC1 conformer 0
C 0.4863523691 3.9306021630 -1.3379362579
C -0.0170147577 2.5903062986 -0.9575040096
C 0.6240943106 1.4313461972 -0.5986378192
N -0.3274737189 0.4883231687 -0.3162448843
C -1.4798398459 1.0691761233 -0.5176254768
C -2.7817747552 0.4687009986 -0.3458346915
C -3.9404846229 1.2073835960 -0.5885797139
C -5.1828879627 0.6304182945 -0.4216634206
C -5.2721649733 -0.6915663683 -0.0096625858
C -4.1287345389 -1.4395119696 0.2366471935
C -2.8882940024 -0.8602852292 0.0685495554
H -1.9899527200 -1.4265934620 0.2551416794
H -4.2161979294 -2.4654724210 0.5574081815
Cl -6.8245492880 -1.4156555163 0.1993252580
H -6.0805611596 1.1984842534 -0.6080724439
H -3.8584473609 2.2349542977 -0.9072452144
O -1.3488479034 2.3501562378 -0.9135500432
C 2.0641771888 1.1844252001 -0.4434402974
H 2.3239824394 0.1274190005 -0.5235741702
H 2.6348227316 1.7777523897 -1.1562236104
S 2.6584391594 1.7805292305 1.2330879859
O 2.0696060263 3.1138146726 1.3866656719
C 1.5810876627 0.6730366666 2.2747536569
C 1.9454691092 -0.7736435849 2.0521409926
O 2.9171090591 -1.2824575038 2.5808292044
N 1.0985336581 -1.4326279835 1.2373144338
C 1.3859032002 -2.7648963145 0.7675047916
H 2.1924920734 -3.1601613042 1.3879301593
C 1.7877292248 -2.7616984042 -0.7117644910
N 2.8632482139 -1.8319658434 -0.9751512448
C 4.1407622007 -2.1574847544 -0.3573770046
C 5.1097438668 -1.1841230463 -1.0280499067
H 6.1185034528 -1.5893930642 -1.0700630799
H 5.1406240344 -0.2492820549 -0.4697558010
C 4.5110091292 -0.9574431906 -2.4282242576
H 4.3721565038 0.1046589551 -2.6230451676
H 5.1489447819 -1.3616999224 -3.2123542966
C 3.1634233586 -1.6876992496 -2.3912228367
H 2.3643854863 -1.1305101949 -2.8855532527
H 3.2490956845 -2.6728408202 -2.8808813935
H 4.0956043658 -2.0172153409 0.7215908645
H 4.4292169287 -3.2009390471 -0.5707300547
H 2.0498061108 -3.7939053247 -1.0093424965
H 0.9294507693 -2.4410254911 -1.3116472365
H 0.5008729400 -3.3973282526 0.8928876095
H 0.4243043935 -0.8910873553 0.6948203669
H 0.5442359500 0.9009542628 2.0416224313
H 1.8118800899 0.9646386361 3.2985745001
H 1.0703552068 3.8748114223 -2.2562923403
H -0.3515736307 4.6052857572 -1.4871745310
H 1.1251309129 4.3137375913 -0.5440807661
",238,0.0
49546,geom-drugs-a6f6d0cfe909795f-c0,a6f6d0cfe909795f,0,24,ok,not_equivalent,none,Not equivalent: non-metal connectivity differs.,Not equivalent: non-metal connectivity differs.,False,False,,True,True,23.527294004452415,,O=C(N/N=C/c1sc(=O)[nH]c1-[n+]1ccccc1)c1ccccc1[O-],O=c1[nH]c2c(s1)[C@H]1OC(c3ccccc3O)=NN1[C@H]1C=CC=CN21,"36
GEOM DRUGS O=C(N/N=C/c1sc(=O)[nH]c1-[n+]1ccccc1)c1ccccc1[O-] conformer 0
O -0.5340065913 -1.2328174892 -1.1881048004
C -1.4103913205 -0.2963722186 -0.7153248400
N -1.0175942997 0.9122980811 -0.8641657300
N 0.1961113801 0.8996583603 -1.5319128504
C 0.6092841290 -0.5154137400 -1.6251826506
C 1.7792161291 -0.7747188609 -0.7250596010
C 2.1696843800 0.1014788887 0.2302682890
N 3.1330399899 -0.4009046421 1.0814247486
C 3.5386060989 -1.6841320124 0.8448904284
O 4.3620249587 -2.2952576430 1.4654114181
S 2.6276147681 -2.2994537315 -0.5651158814
H 3.5769764105 0.1427347575 1.8065336786
N 1.7361575610 1.4048886290 0.2615492593
C 1.6117742918 2.1462724190 1.4098279194
C 1.0668029227 3.3729475593 1.4045185097
C 0.5470344027 3.9098485499 0.1755896699
C 0.5949527819 3.2074417399 -0.9574770902
C 1.1863747009 1.8351209695 -1.0286839205
H 2.0058997706 1.7874705590 -1.7702052108
H 0.1835956319 3.5680540803 -1.8850764100
H 0.1054913634 4.8935418102 0.1912149001
H 0.9932587934 3.9421637693 2.3140972198
H 1.9717818717 1.6717256086 2.3103809792
H 0.8190997685 -0.7991219600 -2.6673816707
C -2.6589531307 -0.7041456678 -0.1212407397
C -2.9686313016 -2.0617828376 -0.0094669898
C -4.1572258117 -2.4646690168 0.5583721205
C -5.0552569209 -1.5113676762 1.0219442009
C -4.7656736800 -0.1664048264 0.9199926510
C -3.5677179998 0.2628969528 0.3501064407
O -3.3318834589 1.5817831326 0.2776521508
H -2.4688008789 1.7384038620 -0.1556270095
H -5.4543319693 0.5833947940 1.2756557313
H -5.9891073510 -1.8223676356 1.4655937711
H -4.3891651424 -3.5150424467 0.6410978005
H -2.2551740922 -2.7825551881 -0.3779842801
",3,0.0
49579,geom-drugs-ab601dcd1f80531b-c0,ab601dcd1f80531b,0,25,ok,not_equivalent,none,Not equivalent: non-metal connectivity differs.,suspected_tautomer_protomer,False,False,,True,True,44.621905995882116,,NC(=S)N=Nc1c(O)n(CC(=O)Nc2ccccc2)c2ccccc12,NC(=S)NN=C1C(=O)N(CC(=O)Nc2ccccc2)c2ccccc21,"40
GEOM DRUGS NC(=S)N=Nc1c(O)n(CC(=O)Nc2ccccc2)c2ccccc12 conformer 0
N -4.2334584031 -1.6408734790 -0.4725599538
C -3.9464945418 -0.5207560420 0.2074583218
N -2.6459451406 -0.3653631470 0.5939574534
N -1.7243629631 -1.2467894007 0.2340771627
C -0.4865340992 -1.0339130253 0.5253374996
C 0.0763214962 0.1474893813 1.2289443745
N 1.4376778755 0.0192159795 1.1874327529
C 1.7990045560 -1.1610910766 0.5480585266
C 3.0592133662 -1.6627728927 0.2973591895
C 3.1456826803 -2.8744890137 -0.3781417769
C 2.0103578449 -3.5572111688 -0.7902131866
C 0.7437422341 -3.0509688355 -0.5395772302
C 0.6399571928 -1.8471221691 0.1345492656
H -0.1433431954 -3.5748606604 -0.8577822723
H 2.1159222605 -4.4952014492 -1.3135695071
H 4.1202105775 -3.2893820937 -0.5863286590
H 3.9482445661 -1.1370908254 0.6078816916
C 2.3506350090 1.0354861530 1.6341883149
H 1.7437163361 1.8716956694 1.9955665825
H 2.9722083601 0.6695010518 2.4586641401
C 3.2974472850 1.5006337436 0.5242834736
O 4.4853405455 1.6390002082 0.7174513582
N 2.7475981936 1.7015127491 -0.6949314802
C 1.3783782966 1.6685904589 -1.0604896584
C 0.4885511134 2.6027723662 -0.5448056645
C -0.8473376209 2.5505347730 -0.9015194090
C -1.2974714477 1.5760393772 -1.7760876479
C -0.4049504802 0.6612492170 -2.3111315294
C 0.9325427567 0.7082016629 -1.9624943042
H 1.6329389666 -0.0062714935 -2.3701108641
H -0.7505342240 -0.0964784380 -2.9982172255
H -2.3427807381 1.5325750711 -2.0427691815
H -1.5387032077 3.2683193723 -0.4883999189
H 0.8424195235 3.3602699417 0.1375819419
H 3.4147307438 1.8785738912 -1.4356516563
O -0.5276642436 1.0778435734 1.7393698640
H -2.3870168514 0.4847486237 1.1018534967
S -5.0476312618 0.6492947484 0.5636398903
H -5.1812161055 -1.8204946402 -0.7491010407
H -3.5016587619 -2.3149939960 -0.6300912696
",6,0.0
